age_group,category,n,total,prop,fi,lb,meas,source,sex,country,old_category
"[55,60)",Anemia,359165,3712,0.010335082761404926,vafi,3-year lookback,no,IMRD - THIN,All,UK,Anemia
"[60,65)",Anemia,336935,1964,0.005829017466276878,vafi,1-year lookback,no,IMRD - THIN,All,UK,Anemia
"[60,65)",Anemia,336935,4188,0.01242969712259041,vafi,3-year lookback,no,IMRD - THIN,All,UK,Anemia
"[65,70)",Anemia,328897,2649,0.008054193258071676,vafi,1-year lookback,no,IMRD - THIN,All,UK,Anemia
"[65,70)",Anemia,328897,5578,0.016959716871847417,vafi,3-year lookback,no,IMRD - THIN,All,UK,Anemia
"[70,75)",Anemia,271880,3198,0.011762542298072678,vafi,1-year lookback,no,IMRD - THIN,All,UK,Anemia
"[70,75)",Anemia,271880,6884,0.02531999411505076,vafi,3-year lookback,no,IMRD - THIN,All,UK,Anemia
"[75,80)",Anemia,223491,4070,0.01821102415757234,vafi,1-year lookback,no,IMRD - THIN,All,UK,Anemia
"[75,80)",Anemia,223491,8580,0.038390807683530884,vafi,3-year lookback,no,IMRD - THIN,All,UK,Anemia
"[80,100]",Anemia,376041,9627,0.025600931813286317,vafi,1-year lookback,no,IMRD - THIN,All,UK,Anemia
"[80,100]",Anemia,376041,21180,0.056323645559925646,vafi,3-year lookback,no,IMRD - THIN,All,UK,Anemia
"[40,45)",Anemia,183841,1673,0.00910025511175418,vafi,1-year lookback,no,IMRD - THIN,Female,UK,Anemia
"[40,45)",Anemia,183841,3808,0.0207135513840765,vafi,3-year lookback,no,IMRD - THIN,Female,UK,Anemia
"[45,50)",Anemia,202984,2164,0.0106609387932054,vafi,1-year lookback,no,IMRD - THIN,Female,UK,Anemia
"[45,50)",Anemia,202984,4732,0.0233121822409648,vafi,3-year lookback,no,IMRD - THIN,Female,UK,Anemia
"[50,55)",Anemia,203977,1650,0.0080891473058237,vafi,1-year lookback,no,IMRD - THIN,Female,UK,Anemia
"[50,55)",Anemia,203977,4170,0.0204434813728999,vafi,3-year lookback,no,IMRD - THIN,Female,UK,Anemia
"[55,60)",Anemia,182586,985,0.00539471810544072,vafi,1-year lookback,no,IMRD - THIN,Female,UK,Anemia
"[55,60)",Anemia,182586,2311,0.0126570492808868,vafi,3-year lookback,no,IMRD - THIN,Female,UK,Anemia
"[60,65)",Anemia,170565,1040,0.00609738222964852,vafi,1-year lookback,no,IMRD - THIN,Female,UK,Anemia
"[60,65)",Anemia,170565,2228,0.0130624688535163,vafi,3-year lookback,no,IMRD - THIN,Female,UK,Anemia
"[65,70)",Anemia,166487,1339,0.00804266999825812,vafi,1-year lookback,no,IMRD - THIN,Female,UK,Anemia
"[65,70)",Anemia,166487,2851,0.0171244601680612,vafi,3-year lookback,no,IMRD - THIN,Female,UK,Anemia
"[70,75)",Anemia,140385,1616,0.0115112013391744,vafi,1-year lookback,no,IMRD - THIN,Female,UK,Anemia
"[70,75)",Anemia,140385,3552,0.0253018484880863,vafi,3-year lookback,no,IMRD - THIN,Female,UK,Anemia
"[75,80)",Anemia,119257,2127,0.01783543104388,vafi,1-year lookback,no,IMRD - THIN,Female,UK,Anemia
"[75,80)",Anemia,119257,4559,0.0382283639534786,vafi,3-year lookback,no,IMRD - THIN,Female,UK,Anemia
"[80,100]",Anemia,228084,5553,0.0243462934708265,vafi,1-year lookback,no,IMRD - THIN,Female,UK,Anemia
"[80,100]",Anemia,228084,12444,0.0545588467406745,vafi,3-year lookback,no,IMRD - THIN,Female,UK,Anemia
"[40,45)",Anemia,169306,212,0.00125217062596718,vafi,1-year lookback,no,IMRD - THIN,Male,UK,Anemia
"[40,45)",Anemia,169306,460,0.00271697399974012,vafi,3-year lookback,no,IMRD - THIN,Male,UK,Anemia
"[45,50)",Anemia,187752,358,0.00190677063360177,vafi,1-year lookback,no,IMRD - THIN,Male,UK,Anemia
"[45,50)",Anemia,187752,701,0.00373364864289062,vafi,3-year lookback,no,IMRD - THIN,Male,UK,Anemia
"[50,55)",Anemia,191734,519,0.00270687514994732,vafi,1-year lookback,no,IMRD - THIN,Male,UK,Anemia
"[50,55)",Anemia,191734,1016,0.00529900800066759,vafi,3-year lookback,no,IMRD - THIN,Male,UK,Anemia
"[55,60)",Anemia,176579,707,0.00400387362030593,vafi,1-year lookback,no,IMRD - THIN,Male,UK,Anemia
"[55,60)",Anemia,176579,1401,0.00793412580204894,vafi,3-year lookback,no,IMRD - THIN,Male,UK,Anemia
"[60,65)",Anemia,166370,924,0.00555388591693214,vafi,1-year lookback,no,IMRD - THIN,Male,UK,Anemia
"[60,65)",Anemia,166370,1960,0.0117809701268257,vafi,3-year lookback,no,IMRD - THIN,Male,UK,Anemia
"[65,70)",Anemia,162410,1310,0.00806600578782095,vafi,1-year lookback,no,IMRD - THIN,Male,UK,Anemia
"[65,70)",Anemia,162410,2727,0.016790838002586,vafi,3-year lookback,no,IMRD - THIN,Male,UK,Anemia
"[70,75)",Anemia,131495,1582,0.0120308756986958,vafi,1-year lookback,no,IMRD - THIN,Male,UK,Anemia
"[70,75)",Anemia,131495,3332,0.0253393665158371,vafi,3-year lookback,no,IMRD - THIN,Male,UK,Anemia
"[75,80)",Anemia,104234,1943,0.0186407506188,vafi,1-year lookback,no,IMRD - THIN,Male,UK,Anemia
"[75,80)",Anemia,104234,4021,0.0385766640443617,vafi,3-year lookback,no,IMRD - THIN,Male,UK,Anemia
"[80,100]",Anemia,147957,4074,0.0275350270686754,vafi,1-year lookback,no,IMRD - THIN,Male,UK,Anemia
"[80,100]",Anemia,147957,8736,0.05904418175551,vafi,3-year lookback,no,IMRD - THIN,Male,UK,Anemia
"[40,45)",Anemia,596638,23208,0.03889795822592594,vafi,1-year lookback,no,Pharmetrics+,All,US,Anemia
"[45,50)",Anemia,610663,28333,0.04639711264641873,vafi,1-year lookback,no,Pharmetrics+,All,US,Anemia
"[50,55)",Anemia,657697,30184,0.045893473742468036,vafi,1-year lookback,no,Pharmetrics+,All,US,Anemia
"[55,60)",Anemia,702585,31916,0.0454265320210366,vafi,1-year lookback,no,Pharmetrics+,All,US,Anemia
"[60,65)",Anemia,698925,38216,0.054678255892978506,vafi,1-year lookback,no,Pharmetrics+,All,US,Anemia
"[65,70)",Anemia,574070,48011,0.08363265803821833,vafi,1-year lookback,no,Pharmetrics+,All,US,Anemia
"[70,75)",Anemia,439984,52778,0.11995436197679915,vafi,1-year lookback,no,Pharmetrics+,All,US,Anemia
"[75,80)",Anemia,335448,54086,0.16123512437099044,vafi,1-year lookback,no,Pharmetrics+,All,US,Anemia
"[80,100]",Anemia,483547,114912,0.23764391051955652,vafi,1-year lookback,no,Pharmetrics+,All,US,Anemia
"[40,45)",Anemia,310989,18544,0.0596291187148099,vafi,1-year lookback,no,Pharmetrics+,Female,US,Anemia
"[45,50)",Anemia,319703,22004,0.0688263794834581,vafi,1-year lookback,no,Pharmetrics+,Female,US,Anemia
"[50,55)",Anemia,343985,21201,0.0616335014608195,vafi,1-year lookback,no,Pharmetrics+,Female,US,Anemia
"[55,60)",Anemia,368232,18957,0.0514811314606009,vafi,1-year lookback,no,Pharmetrics+,Female,US,Anemia
"[60,65)",Anemia,369056,21350,0.0578502991415937,vafi,1-year lookback,no,Pharmetrics+,Female,US,Anemia
"[65,70)",Anemia,305014,26142,0.0857075412931865,vafi,1-year lookback,no,Pharmetrics+,Female,US,Anemia
"[70,75)",Anemia,240750,28986,0.120398753894081,vafi,1-year lookback,no,Pharmetrics+,Female,US,Anemia
"[75,80)",Anemia,184852,29014,0.156957998831498,vafi,1-year lookback,no,Pharmetrics+,Female,US,Anemia
"[80,100]",Anemia,292955,66739,0.227813145363622,vafi,1-year lookback,no,Pharmetrics+,Female,US,Anemia
"[40,45)",Anemia,285649,4664,0.0163277308865076,vafi,1-year lookback,no,Pharmetrics+,Male,US,Anemia
"[45,50)",Anemia,290960,6329,0.0217521308770965,vafi,1-year lookback,no,Pharmetrics+,Male,US,Anemia
"[50,55)",Anemia,313712,8983,0.0286345437853828,vafi,1-year lookback,no,Pharmetrics+,Male,US,Anemia
"[55,60)",Anemia,334353,12959,0.0387584379383466,vafi,1-year lookback,no,Pharmetrics+,Male,US,Anemia
"[60,65)",Anemia,329869,16866,0.051129387726643,vafi,1-year lookback,no,Pharmetrics+,Male,US,Anemia
"[65,70)",Anemia,269056,21869,0.0812804769267364,vafi,1-year lookback,no,Pharmetrics+,Male,US,Anemia
"[70,75)",Anemia,199234,23792,0.119417368521437,vafi,1-year lookback,no,Pharmetrics+,Male,US,Anemia
"[75,80)",Anemia,150596,25072,0.166485165608648,vafi,1-year lookback,no,Pharmetrics+,Male,US,Anemia
"[80,100]",Anemia,190592,48173,0.252754575218267,vafi,1-year lookback,no,Pharmetrics+,Male,US,Anemia
"[40,45)",Anemia,12939,85,0.006569286652755236,vafi,1-year lookback,no,UK BioBank,All,UK,Anemia
"[40,45)",Anemia,12939,237,0.01831671690238813,vafi,3-year lookback,no,UK BioBank,All,UK,Anemia
"[45,50)",Anemia,25688,233,0.009070383058237309,vafi,1-year lookback,no,UK BioBank,All,UK,Anemia
"[45,50)",Anemia,25688,494,0.019230769230769232,vafi,3-year lookback,no,UK BioBank,All,UK,Anemia
"[50,55)",Anemia,30010,227,0.007564145284905031,vafi,1-year lookback,no,UK BioBank,All,UK,Anemia
"[50,55)",Anemia,30010,603,0.020093302232589136,vafi,3-year lookback,no,UK BioBank,All,UK,Anemia
"[55,60)",Anemia,35548,234,0.006582648812872735,vafi,1-year lookback,no,UK BioBank,All,UK,Anemia
"[55,60)",Anemia,35548,524,0.014740632384381681,vafi,3-year lookback,no,UK BioBank,All,UK,Anemia
"[60,65)",Anemia,48759,360,0.007383252322648127,vafi,1-year lookback,no,UK BioBank,All,UK,Anemia
"[60,65)",Anemia,48759,732,0.01501261305605119,vafi,3-year lookback,no,UK BioBank,All,UK,Anemia
"[65,70)",Anemia,43159,383,0.008874162978752983,vafi,1-year lookback,no,UK BioBank,All,UK,Anemia
"[65,70)",Anemia,43159,867,0.02008850992840427,vafi,3-year lookback,no,UK BioBank,All,UK,Anemia
"[70,75)",Anemia,11099,111,0.010000900982070456,vafi,1-year lookback,no,UK BioBank,All,UK,Anemia
"[70,75)",Anemia,11099,252,0.022704748175511307,vafi,3-year lookback,no,UK BioBank,All,UK,Anemia
"[40,45)",Anemia,7047,85,0.0120618702994182,vafi,1-year lookback,no,UK BioBank,Female,UK,Anemia
"[40,45)",Anemia,7047,200,0.0283808712927487,vafi,3-year lookback,no,UK BioBank,Female,UK,Anemia
"[45,50)",Anemia,14464,196,0.0135508849557522,vafi,1-year lookback,no,UK BioBank,Female,UK,Anemia
"[45,50)",Anemia,14464,426,0.0294524336283186,vafi,3-year lookback,no,UK BioBank,Female,UK,Anemia
"[50,55)",Anemia,17401,171,0.00982702143554968,vafi,1-year lookback,no,UK BioBank,Female,UK,Anemia
"[50,55)",Anemia,17401,466,0.0267800701109132,vafi,3-year lookback,no,UK BioBank,Female,UK,Anemia
"[55,60)",Anemia,20274,157,0.00774390845417776,vafi,1-year lookback,no,UK BioBank,Female,UK,Anemia
"[55,60)",Anemia,20274,335,0.0165236263194239,vafi,3-year lookback,no,UK BioBank,Female,UK,Anemia
"[60,65)",Anemia,27154,211,0.00777049421816307,vafi,1-year lookback,no,UK BioBank,Female,UK,Anemia
"[60,65)",Anemia,27154,401,0.0147676217131914,vafi,3-year lookback,no,UK BioBank,Female,UK,Anemia
"[65,70)",Anemia,22406,202,0.00901544229224315,vafi,1-year lookback,no,UK BioBank,Female,UK,Anemia
"[65,70)",Anemia,22406,435,0.0194144425600286,vafi,3-year lookback,no,UK BioBank,Female,UK,Anemia
"[70,75)",Anemia,5638,48,0.00851365732529266,vafi,1-year lookback,no,UK BioBank,Female,UK,Anemia
"[70,75)",Anemia,5638,123,0.0218162468960624,vafi,3-year lookback,no,UK BioBank,Female,UK,Anemia
"[40,45)",Anemia,5892,0,0,vafi,1-year lookback,no,UK BioBank,Male,UK,Anemia
"[40,45)",Anemia,5892,37,0.00627970128988459,vafi,3-year lookback,no,UK BioBank,Male,UK,Anemia
"[45,50)",Anemia,11224,37,0.00329650748396294,vafi,1-year lookback,no,UK BioBank,Male,UK,Anemia
"[45,50)",Anemia,11224,68,0.00605844618674269,vafi,3-year lookback,no,UK BioBank,Male,UK,Anemia
"[50,55)",Anemia,12609,56,0.004441272107225,vafi,1-year lookback,no,UK BioBank,Male,UK,Anemia
"[50,55)",Anemia,12609,137,0.010865254976604,vafi,3-year lookback,no,UK BioBank,Male,UK,Anemia
"[55,60)",Anemia,15274,77,0.00504124656278643,vafi,1-year lookback,no,UK BioBank,Male,UK,Anemia
"[55,60)",Anemia,15274,189,0.0123739688359303,vafi,3-year lookback,no,UK BioBank,Male,UK,Anemia
"[60,65)",Anemia,21605,149,0.00689655172413793,vafi,1-year lookback,no,UK BioBank,Male,UK,Anemia
"[60,65)",Anemia,21605,331,0.0153205276556353,vafi,3-year lookback,no,UK BioBank,Male,UK,Anemia
"[65,70)",Anemia,20753,181,0.00872163060762299,vafi,1-year lookback,no,UK BioBank,Male,UK,Anemia
"[65,70)",Anemia,20753,432,0.0208162675275864,vafi,3-year lookback,no,UK BioBank,Male,UK,Anemia
"[70,75)",Anemia,5461,63,0.0115363486540927,vafi,1-year lookback,no,UK BioBank,Male,UK,Anemia
"[70,75)",Anemia,5461,129,0.0236220472440945,vafi,3-year lookback,no,UK BioBank,Male,UK,Anemia
"[40,45)",Anxiety,14626,2192,0.1498700943525229,vafi,1-year lookback,no,All of Us,All,US,Anxiety
"[45,50)",Anxiety,15913,2390,0.15019166719034752,vafi,1-year lookback,no,All of Us,All,US,Anxiety
"[50,55)",Anxiety,19613,2828,0.1441900780094835,vafi,1-year lookback,no,All of Us,All,US,Anxiety
"[55,60)",Anxiety,23709,3202,0.13505419882744948,vafi,1-year lookback,no,All of Us,All,US,Anxiety
"[60,65)",Anxiety,23922,2936,0.12273221302566675,vafi,1-year lookback,no,All of Us,All,US,Anxiety
"[65,70)",Anxiety,22783,2547,0.11179388140280033,vafi,1-year lookback,no,All of Us,All,US,Anxiety
"[70,75)",Anxiety,19039,1970,0.10347182099900205,vafi,1-year lookback,no,All of Us,All,US,Anxiety
"[75,80)",Anxiety,11535,1026,0.08894668400520156,vafi,1-year lookback,no,All of Us,All,US,Anxiety
"[80,100]",Anxiety,8581,695,0.08099289127141358,vafi,1-year lookback,no,All of Us,All,US,Anxiety
"[40,45)",Anxiety,9944,1641,0.165024135156879,vafi,1-year lookback,no,All of Us,Female,US,Anxiety
"[45,50)",Anxiety,10419,1718,0.164891064401574,vafi,1-year lookback,no,All of Us,Female,US,Anxiety
"[50,55)",Anxiety,12562,2067,0.164543862442286,vafi,1-year lookback,no,All of Us,Female,US,Anxiety
"[55,60)",Anxiety,14769,2262,0.153158643103799,vafi,1-year lookback,no,All of Us,Female,US,Anxiety
"[60,65)",Anxiety,14518,2031,0.139895302383248,vafi,1-year lookback,no,All of Us,Female,US,Anxiety
"[65,70)",Anxiety,13734,1775,0.12924129896607,vafi,1-year lookback,no,All of Us,Female,US,Anxiety
"[70,75)",Anxiety,10854,1381,0.127234199373503,vafi,1-year lookback,no,All of Us,Female,US,Anxiety
"[75,80)",Anxiety,6307,719,0.114000317107975,vafi,1-year lookback,no,All of Us,Female,US,Anxiety
"[80,100]",Anxiety,4551,465,0.102175346077785,vafi,1-year lookback,no,All of Us,Female,US,Anxiety
"[40,45)",Anxiety,4682,551,0.117684750106792,vafi,1-year lookback,no,All of Us,Male,US,Anxiety
"[45,50)",Anxiety,5494,672,0.122315253003276,vafi,1-year lookback,no,All of Us,Male,US,Anxiety
"[50,55)",Anxiety,7051,761,0.107927953481776,vafi,1-year lookback,no,All of Us,Male,US,Anxiety
"[55,60)",Anxiety,8940,940,0.105145413870246,vafi,1-year lookback,no,All of Us,Male,US,Anxiety
"[60,65)",Anxiety,9404,905,0.0962356444066355,vafi,1-year lookback,no,All of Us,Male,US,Anxiety
"[65,70)",Anxiety,9049,772,0.0853132942866615,vafi,1-year lookback,no,All of Us,Male,US,Anxiety
"[70,75)",Anxiety,8185,589,0.0719609040928528,vafi,1-year lookback,no,All of Us,Male,US,Anxiety
"[75,80)",Anxiety,5228,307,0.0587222647283856,vafi,1-year lookback,no,All of Us,Male,US,Anxiety
"[80,100]",Anxiety,4030,230,0.0570719602977667,vafi,1-year lookback,no,All of Us,Male,US,Anxiety
"[40,45)",Anxiety,105426,2010,0.01906550566273974,vafi,1-year lookback,no,IMRD - EMIS,All,UK,Anxiety
"[40,45)",Anxiety,105426,3867,0.036679756416823174,vafi,3-year lookback,no,IMRD - EMIS,All,UK,Anxiety
"[45,50)",Anxiety,105775,1912,0.01807610493973056,vafi,1-year lookback,no,IMRD - EMIS,All,UK,Anxiety
"[45,50)",Anxiety,105775,3691,0.03489482391869534,vafi,3-year lookback,no,IMRD - EMIS,All,UK,Anxiety
"[50,55)",Anxiety,109520,1716,0.01566837107377648,vafi,1-year lookback,no,IMRD - EMIS,All,UK,Anxiety
"[50,55)",Anxiety,109520,3518,0.032121986851716584,vafi,3-year lookback,no,IMRD - EMIS,All,UK,Anxiety
"[55,60)",Anxiety,99193,1355,0.013660238121641648,vafi,1-year lookback,no,IMRD - EMIS,All,UK,Anxiety
"[55,60)",Anxiety,99193,2736,0.027582591513514058,vafi,3-year lookback,no,IMRD - EMIS,All,UK,Anxiety
"[60,65)",Anxiety,89493,1104,0.01233616037008481,vafi,1-year lookback,no,IMRD - EMIS,All,UK,Anxiety
"[60,65)",Anxiety,89493,2258,0.025231023655481435,vafi,3-year lookback,no,IMRD - EMIS,All,UK,Anxiety
"[65,70)",Anxiety,83563,935,0.011189162667687852,vafi,1-year lookback,no,IMRD - EMIS,All,UK,Anxiety
"[65,70)",Anxiety,83563,1902,0.022761269940045237,vafi,3-year lookback,no,IMRD - EMIS,All,UK,Anxiety
"[70,75)",Anxiety,73321,787,0.010733623382114265,vafi,1-year lookback,no,IMRD - EMIS,All,UK,Anxiety
"[70,75)",Anxiety,73321,1605,0.021890045143956028,vafi,3-year lookback,no,IMRD - EMIS,All,UK,Anxiety
"[75,80)",Anxiety,60635,698,0.01151150325719469,vafi,1-year lookback,no,IMRD - EMIS,All,UK,Anxiety
"[75,80)",Anxiety,60635,1397,0.023039498639399688,vafi,3-year lookback,no,IMRD - EMIS,All,UK,Anxiety
"[80,100]",Anxiety,105529,1260,0.011939845919131234,vafi,1-year lookback,no,IMRD - EMIS,All,UK,Anxiety
"[80,100]",Anxiety,105529,2463,0.023339555951444626,vafi,3-year lookback,no,IMRD - EMIS,All,UK,Anxiety
"[40,45)",Anxiety,50353,1242,0.0246658590352114,vafi,1-year lookback,no,IMRD - EMIS,Female,UK,Anxiety
"[40,45)",Anxiety,50353,2408,0.0478223740392827,vafi,3-year lookback,no,IMRD - EMIS,Female,UK,Anxiety
"[45,50)",Anxiety,51196,1170,0.0228533479178061,vafi,1-year lookback,no,IMRD - EMIS,Female,UK,Anxiety
"[45,50)",Anxiety,51196,2306,0.0450425814516759,vafi,3-year lookback,no,IMRD - EMIS,Female,UK,Anxiety
"[50,55)",Anxiety,53152,1073,0.0201873871161951,vafi,1-year lookback,no,IMRD - EMIS,Female,UK,Anxiety
"[50,55)",Anxiety,53152,2232,0.041992775436484,vafi,3-year lookback,no,IMRD - EMIS,Female,UK,Anxiety
"[55,60)",Anxiety,47543,819,0.017226510737648,vafi,1-year lookback,no,IMRD - EMIS,Female,UK,Anxiety
"[55,60)",Anxiety,47543,1724,0.0362619102707023,vafi,3-year lookback,no,IMRD - EMIS,Female,UK,Anxiety
"[60,65)",Anxiety,43308,714,0.0164865613743419,vafi,1-year lookback,no,IMRD - EMIS,Female,UK,Anxiety
"[60,65)",Anxiety,43308,1453,0.0335503833010067,vafi,3-year lookback,no,IMRD - EMIS,Female,UK,Anxiety
"[65,70)",Anxiety,40959,640,0.01562538147904,vafi,1-year lookback,no,IMRD - EMIS,Female,UK,Anxiety
"[65,70)",Anxiety,40959,1265,0.030884543079665,vafi,3-year lookback,no,IMRD - EMIS,Female,UK,Anxiety
"[70,75)",Anxiety,37263,530,0.0142232241097067,vafi,1-year lookback,no,IMRD - EMIS,Female,UK,Anxiety
"[70,75)",Anxiety,37263,1090,0.0292515363765666,vafi,3-year lookback,no,IMRD - EMIS,Female,UK,Anxiety
"[75,80)",Anxiety,31636,473,0.0149513212795549,vafi,1-year lookback,no,IMRD - EMIS,Female,UK,Anxiety
"[75,80)",Anxiety,31636,950,0.0300290807940321,vafi,3-year lookback,no,IMRD - EMIS,Female,UK,Anxiety
"[80,100]",Anxiety,62998,964,0.0153020730816851,vafi,1-year lookback,no,IMRD - EMIS,Female,UK,Anxiety
"[80,100]",Anxiety,62998,1875,0.0297628496142735,vafi,3-year lookback,no,IMRD - EMIS,Female,UK,Anxiety
"[40,45)",Anxiety,55073,768,0.0139451273763913,vafi,1-year lookback,no,IMRD - EMIS,Male,UK,Anxiety
"[40,45)",Anxiety,55073,1459,0.0264921104715559,vafi,3-year lookback,no,IMRD - EMIS,Male,UK,Anxiety
"[45,50)",Anxiety,54579,742,0.0135949724252918,vafi,1-year lookback,no,IMRD - EMIS,Male,UK,Anxiety
"[45,50)",Anxiety,54579,1385,0.0253760603895271,vafi,3-year lookback,no,IMRD - EMIS,Male,UK,Anxiety
"[50,55)",Anxiety,56368,643,0.0114071813795061,vafi,1-year lookback,no,IMRD - EMIS,Male,UK,Anxiety
"[50,55)",Anxiety,56368,1286,0.0228143627590122,vafi,3-year lookback,no,IMRD - EMIS,Male,UK,Anxiety
"[55,60)",Anxiety,51650,536,0.010377541142304,vafi,1-year lookback,no,IMRD - EMIS,Male,UK,Anxiety
"[55,60)",Anxiety,51650,1012,0.019593417231365,vafi,3-year lookback,no,IMRD - EMIS,Male,UK,Anxiety
"[60,65)",Anxiety,46185,390,0.00844430009743423,vafi,1-year lookback,no,IMRD - EMIS,Male,UK,Anxiety
"[60,65)",Anxiety,46185,805,0.0174299014831655,vafi,3-year lookback,no,IMRD - EMIS,Male,UK,Anxiety
"[65,70)",Anxiety,42604,295,0.00692423246643508,vafi,1-year lookback,no,IMRD - EMIS,Male,UK,Anxiety
"[65,70)",Anxiety,42604,637,0.0149516477326073,vafi,3-year lookback,no,IMRD - EMIS,Male,UK,Anxiety
"[70,75)",Anxiety,36058,257,0.00712740584613678,vafi,1-year lookback,no,IMRD - EMIS,Male,UK,Anxiety
"[70,75)",Anxiety,36058,515,0.0142825447889511,vafi,3-year lookback,no,IMRD - EMIS,Male,UK,Anxiety
"[75,80)",Anxiety,28999,225,0.00775888823752543,vafi,1-year lookback,no,IMRD - EMIS,Male,UK,Anxiety
"[75,80)",Anxiety,28999,447,0.0154143246318839,vafi,3-year lookback,no,IMRD - EMIS,Male,UK,Anxiety
"[80,100]",Anxiety,42531,296,0.00695962944675648,vafi,1-year lookback,no,IMRD - EMIS,Male,UK,Anxiety
"[80,100]",Anxiety,42531,588,0.0138252098469352,vafi,3-year lookback,no,IMRD - EMIS,Male,UK,Anxiety
"[40,45)",Anxiety,353147,3901,0.011046391446055043,vafi,1-year lookback,no,IMRD - THIN,All,UK,Anxiety
"[40,45)",Anxiety,353147,8251,0.023364208105972867,vafi,3-year lookback,no,IMRD - THIN,All,UK,Anxiety
"[45,50)",Anxiety,390736,3857,0.009871115023954793,vafi,1-year lookback,no,IMRD - THIN,All,UK,Anxiety
"[45,50)",Anxiety,390736,8381,0.021449264976864175,vafi,3-year lookback,no,IMRD - THIN,All,UK,Anxiety
"[50,55)",Anxiety,395711,3326,0.00840512394146233,vafi,1-year lookback,no,IMRD - THIN,All,UK,Anxiety
"[50,55)",Anxiety,395711,7459,0.018849614996803224,vafi,3-year lookback,no,IMRD - THIN,All,UK,Anxiety
"[55,60)",Anxiety,359165,2780,0.00774017512842287,vafi,1-year lookback,no,IMRD - THIN,All,UK,Anxiety
"[55,60)",Anxiety,359165,6114,0.0170228168112149,vafi,3-year lookback,no,IMRD - THIN,All,UK,Anxiety
"[60,65)",Anxiety,336935,2278,0.006760947957321145,vafi,1-year lookback,no,IMRD - THIN,All,UK,Anxiety
"[60,65)",Anxiety,336935,5122,0.015201745143722084,vafi,3-year lookback,no,IMRD - THIN,All,UK,Anxiety
"[65,70)",Anxiety,328897,1942,0.005904584109918911,vafi,1-year lookback,no,IMRD - THIN,All,UK,Anxiety
"[65,70)",Anxiety,328897,4582,0.013931413177985814,vafi,3-year lookback,no,IMRD - THIN,All,UK,Anxiety
"[70,75)",Anxiety,271880,1612,0.005929086361630131,vafi,1-year lookback,no,IMRD - THIN,All,UK,Anxiety
"[70,75)",Anxiety,271880,3640,0.013388259526261586,vafi,3-year lookback,no,IMRD - THIN,All,UK,Anxiety
"[75,80)",Anxiety,223491,1365,0.006107628495107186,vafi,1-year lookback,no,IMRD - THIN,All,UK,Anxiety
